Cidade;Nome;Tipo;Endereco;Telefone;Site;Buscado_Como
Ouro Fino;Doulos Delícias Caseiras;Panificadora de pães no vapor;"Rua Pedro Colombo, Av. dos Palomos, 179, Ouro Fino - MG, 37570-000";(35) 99870-6215;;restaurantes
Ouro Fino;Empório Dona Maria;Restaurante brasileiro;"R. João Pinheiro, 234 - Centro, Ouro Fino - MG, 37570-000";(35) 3636-1922;;restaurantes
Ouro Fino;Espetinho dos Amigos;Churrascaria;"R. Guarda Mor Lustosa, 252 - Ouro Fino, MG, 37570-000";(35) 99831-3777;;bares
Ouro Fino;Estância Valley;Restaurante familiar;"Av. José Francisco Vilas Boas, 2 - Ouro Fino, MG, 37570-000";(35) 91017-5056;;restaurantes
Ouro Fino;Falcafé Ouro Fino;Exportadora;"Rodovia MG 290, km 54,1 Cx Post. 118, Ouro Fino - MG, 37570-000";(35) 3441-1914;http://www.falcafe.com.br/;cafés
Ouro Fino;"Favorita, pizzaria e fogazzaria";Delivery;"Av. Delfim Moreira, 473 - Ouro Fino, MG, 37570-000";(35) 3441-6938;;restaurantes
Ouro Fino;Felicittá Cestas e Presentes;Loja de cestas de presente;"R. Treze de Maio, 1000 - Centro, Ouro Fino - MG, 37570-000";(35) 99752-6547;;lanchonetes
Ouro Fino;Fernando Cabeleireiro Unissex;Salão de Beleza;"Av. Delfim Moreira, 212 - Ouro Fino, MG, 37570-000";(35) 3441-3535;;lanchonetes
Ouro Fino;Fior di Latte Gelateria;Sorveteria;"Praça Edson Chiste, R. Glauco Bailoni, 31 - Ouro Verde, Ouro Fino - MG, 37570-000";(35) 99873-2685;;sorveterias
Ouro Fino;Fome D'Coxinha Ouro Fino;Diner;"R. Treze de Maio, 999 - Centro, Ouro Fino - MG, 37570-000";(35) 99748-9056;https://www.facebook.com/fomed.coxinha;cafés
Ouro Fino;Food Truck Preto no Branco;Hamburgueria;"Av. Cyro Gonçalves - Centro, Ouro Fino - MG, 37570-000";(35) 99910-8910;;lanchonetes
Ouro Fino;Food Truck Ronaldo;Fabricação de alimentos;"R. Guarda Mor Lustosa - Centro, Ouro Fino - MG, 37570-000";(35) 99836-2769;;food truck
Ouro Fino;Fornaza Hamburgueria e Happy Hour;Restaurante;"Zap ( 19 - 92009.0186 - Centro, Ouro Fino - MG, 37570-000";(35) 99138-1216;https://app.menudino.com/fornazapub;restaurantes
Ouro Fino;Godoy's Pizzaria;Pizzaria;"R. Sete de Setembro, 410 - Alto, Ouro Fino - MG, 37570-000";(35) 99771-7575;"https://api.whatsapp.com/send?phone=5535997717575&text=Ol%C3%A1,%20gostaria%20de%20fazer%20meu%20pedido!%20%F0%9F%98%8B";lanchonetes
Ouro Fino;Gordão Lanches;Lanchonete;"Zap ( 19 - 92009.0186 - Centro, Ouro Fino - MG, 37570-000";(35) 99939-4597;;restaurantes
Ouro Fino;Gran Monteiro Cafés Especiais;Loja;"R. Floriano Peixoto, 223 - CENTRO, Ouro Fino - MG, 37570-000";(35) 99954-3691;https://www.granmonteiro.com.br/;cafés
Ouro Fino;Grano Empório & Café;Cafeteria;"Av. Cyro Gonçalves, 178a - Centro, Ouro Fino - MG, 37570-000";(35) 99852-0123;;restaurantes
Ouro Fino;HAWAII LANCHES;Lanchonete;"R. Maj. Sebastião Píres - Ouro Fino, MG, 37570-000";(35) 99979-3284;;restaurantes
Ouro Fino;Hawks Craft Beer & BBQ - Restaurante e Cervejaria;Restaurante;"R. Padre João Rabêlo, 39 - Ouro Fino, MG, 37570-000";(35) 99861-7828;http://www.hawksbbq.com.br/;restaurantes
Ouro Fino;Indústria e Comércio de Sorvetes Ice'N'Up Ltda;Sorveteria;"R. Benedito Antônio dos Santos, 170 - Crisólia, Ouro Fino - MG, 37572-000";(35) 3446-5225;;sorveterias
Ouro Fino;KI DELÍCIA sorvetes e açaí.;Sorveteria;"Praça Salvador Franceli, 35 - São José do Mato Dentro, Ouro Fino - MG, 37570-000";(35) 99978-1740;;sorveterias
Ouro Fino;Ki-Rolo Sorvetes na Chapa;Sorveteria;"R. Guarda Mor Lustosa, 363 - Sala A - Centro, Ouro Fino - MG, 37570-000";(35) 99777-5786;https://www.facebook.com/kiroloice/;padarias
Ouro Fino;Koinonia Sushi;Restaurante;"R. Treze de Maio - Centro, Ouro Fino - MG, 37570-000";(35) 99939-9986;https://instagram.com/koinoniaouro?igshid=YmMyMTA2M2Y=;restaurantes
Ouro Fino;La Casa;Pizzaria;"R. João Moreira de Melo, 108 - Ouro Fino, MG, 37570-000";(35) 98705-2564;;pizzarias
Ouro Fino;La Chapa Lanches;Lanchonete;"R. João Lúcio Brandão, 143 - Veronez, Ouro Fino - MG, 37570-000";(35) 99937-3353;;restaurantes
Ouro Fino;La Griglia;Empório gourmet;"R. Mario Miranda, 78 - Ouro Fino, MG, 37570-000";(35) 99989-9214;;lanchonetes
Ouro Fino;Lanche da Luzia;Lanchonete;"Zap ( 19 - 92009.0186 - Centro, Ouro Fino - MG, 37570-000";(35) 3441-5477;https://www.facebook.com/pg/Luzia-de-Andrade-563962597318881/about/https://www.facebook.com/pg/Luzia-de-Andrade-563962597318881/about/;lanchonetes
Ouro Fino;LANCHE DO BEM;Fornecedor de alimentos e bebidas para catering;"Av. Cyro Gonçalves, 182 - Centro, Ouro Fino - MG, 37570-000";(35) 99862-3001;;lanchonetes
Ouro Fino;LANCHONETE DUDA'S LANCHES;Lanchonete;"R. Manoel Jesuíno de Carvalho, 1535 - Parreiras, Ouro Fino - MG, 37570-000";(35) 99757-1792;;hamburguerias
Ouro Fino;Lê Sorvetes;Sorveteria;"R. Manoel Jesuíno, 1069 - Ouro Fino, MG, 37570-000";(35) 99745-8632;https://m.facebook.com/lesorvetes1/?refid=52&ref=bookmarks&notif_t=like&__tn__=HH-R;sorveterias
Ouro Fino;Lilica Lanches Cantina;Lanchonete;"R. Treze de Maio, 2054 - Bela Vista, Ouro Fino - MG, 37570-000";(35) 99976-8693;http://www.facebook.com/lilicalanchesdelivery;lanchonetes
Ouro Fino;Luizão Lanches;Lanchonete;"Av. Delfim Moreira, n° 700 - Ouro Fino, MG, 37570-000";(35) 99987-6408;https://www.buscardapio.com.br/ouro-fino/luizao-lanches?mcp_token=eyJwaWQiOjE2NzEwNDYsInNpZCI6MjA4NzY1OTY5NSwiYXgiOiJkMmJkMDZiZjZiYjQ3YjA4MGZlNDYxYTM0YTNhOTIwNyIsInRzIjoxNzIzMzg4OTg2LCJleHAiOjE3MjU4MDgxODZ9.tDmbCU7emeNIgHmbYhGn_B3OYkFzyu3Pug6QNnyBQUg&mcp_token=eyJwaWQiOjE2NzEwNDYsInNpZCI6MjA4NzY1OTY5NSwiYXgiOiI1MzRkOGJlOWFjYjk1NjMzNTAyOTkxMmJiMzQ5OWI5YSIsInRzIjoxNzIzNTkyNTY4LCJleHAiOjE3MjYwMTE3Njh9.ADwuZvS9W6Ou81uzSCVjs_nHsYXd4OPieWm2NI182u8;restaurantes
Ouro Fino;ma cherie Lívia Megale;Confeitaria;"R. Pref. José Serra, 255 - CENTRO, Ouro Fino - MG, 37570-000";(35) 98856-9931;https://www.instagram.com/macherie_liviamegale/#;padarias
Ouro Fino;Mansão Efiter;Bar informal;"R. Oscar Correia da Silva - Ouro Fino, MG, 37570-000";(35) 99964-1027;;restaurantes
Ouro Fino;Margini Lanches;Lanchonete;"Praça José Ribeiro de Miranda, número 9, Ouro Fino - MG, 37570-000";(35) 99969-1854;;restaurantes
Ouro Fino;Marmitas da Diana - Comida caseira em Ouro Fino MG;Restaurante Mineiro;"R. João Cândido Alves, 393 - Ouro Fino, MG, 37570-000";(35) 99823-2845;https://wa.me/5535998232845;restaurantes
Ouro Fino;Mega Fome Hambúrgueria;Hamburgueria;"R. Henrique Dias, 43 - Alto, Ouro Fino - MG, 37570-000";(35) 99977-5936;;hamburguerias
Ouro Fino;Melkis Ouro Fino - Sorvetes & Açaí;Sorveteria;"R. Aníbal Zoratini, 35 - Centro, Ouro Fino - MG, 37570-000";(35) 99781-3696;https://bit.ly/Melkis-Anota-Ai;padarias
Ouro Fino;MOEMA RESTAURANTE - Ouro fino;Restaurante;"Rod MG, 290 KM53, Ouro Fino - MG, 37570-000";(35) 99956-2036;https://instagram.com/moema.restaurante?igshid=NTc4MTIwNjQ2YQ==;restaurantes
Ouro Fino;Montanhes Clube;Clube;"R. Geraldo Pinto Ribeiro, 180 - Centro, Ouro Fino - MG, 37570-000";(35) 3441-1226;http://www.montanhesclube.com/;bares
Ouro Fino;"Monumento ""Boi sem Coração""";Atração turística;"ao lado do monumento boi sem coração - R. Guarda Mor Lustosa, 445 - Ouro Fino, MG, 37570-000";(35) 99129-3951;https://www.ourofino.mg.gov.br/;sorveterias
Ouro Fino;Monumento Menino da Porteira;Monumento;"R. João Ribeiro, 2 - Ouro Fino, MG, 37570-000";(35) 3441-7693;http://www.ourofino.mg.gov.br/;lanchonetes
Ouro Fino;"Murato Flora, Café e Paisagismo";Cafeteria;"MG-290, km 53 - 8, Ouro Fino - MG, 37570-000";(35) 99940-6929;;cafés
Ouro Fino;Nikola's Restaurante;Restaurante;"R. Américo Rossi, S/N - Sala 9 - Centro, Ouro Fino - MG, 37570-000";(35) 99772-8359;https://www.nikolasrestaurante.com.br/;restaurantes
Ouro Fino;Osvaldo Luiz Barbosa;;"Ouro Fino, MG, 37570-000";(35) 3441-1203;;açougues
Ouro Fino;Ouro Açaí & Fino Sorvete;Sorveteria;"R. Sen. Júlio Brandão, 111 - Ouro Fino, MG, 37570-000";(35) 99990-7165;;sorveterias
Ouro Fino;Ouro Mel Apiårio e Cafeteria;Café;"Rod. Doutor Francisco Bueno Brandão, 13 - Ouro Fino, MG, 37570-000";(35) 3441-0184;;lanchonetes
Ouro Fino;OUROMEL CAFETERIA;Café;"Rua Guarda Mor Lustosa, 364 - Ouro Fino, MG, 37570-000";(35) 3441-0184;http://www.facebook.com/profile.php?id=100003367722864;cafés
Ouro Fino;Padaria do Lau;Padaria;"R. Joaquim Chavasco, 705 - São Judas, Ouro Fino - MG, 37570-000";(35) 3441-5724;;lanchonetes
Ouro Fino;Padaria e Cafeteria Menino da Porteira;Cafeteria;"R. Guarda Mor Lustosa, 498 - Centro, Ouro Fino - MG, 37570-000";(35) 99718-5413;;padarias
Ouro Fino;Padaria e Confeitaria Baronesa;Padaria;"R. Aníbal Zoratini - Ouro Fino, MG, 37570-000";(35) 99895-8226;;lanchonetes
Ouro Fino;Padaria e Confeitaria Pão de Açúcar;Padaria;"R. João Pinheiro, 28 - Ouro Fino, MG, 37570-000";(35) 3441-1130;;lanchonetes
Ouro Fino;Padaria e Confeitaria São Benedito;Padaria;"R. Afonso Pena, 389 - Alto, Ouro Fino - MG, 37570-000";(35) 3441-1154;;padarias
Ouro Fino;Padaria e Confeitaria São Francisco;Padaria;"R. Treze de Maio, 1520 - Ouro Fino, MG, 37570-000";(35) 3441-1990;https://bakery-and-confectionery.shop/;padarias
Ouro Fino;Padaria e Mini Mercado Real;Mercado;"R. Cabo Antônio Pinto Lisboa, 10 - Jardim expedicionário, Ouro Fino - MG, 37570-000";(35) 99820-1200;;padarias
Ouro Fino;Padaria Recanto de Minas;Padaria;"R. Manoel Jesuíno, 1265 - Ouro Fino, MG, 37570-000";(35) 99729-4437;;padarias
Ouro Fino;PAPA PIZZA - pizzaria em Ouro fino;Pizzaria;"R. Treze de Maio, 1458 - Cata, Ouro Fino - MG, 37570-000";(35) 99969-4017;https://www.facebook.com/PapaPizzaDelivery/;restaurantes
Ouro Fino;PARADA DA MANU lanchonete;Lanchonete;"Rodovia mg290 km 53.5, Ouro Fino - MG, 37570-000";(35) 99112-4272;;lanchonetes
Ouro Fino;Paul Lanches;Lanchonete;"R. Afonso Pena, 400 - Alto, Ouro Fino - MG, 37570-000";(35) 99825-0537;https://cardapioof.com.br/?paullanches;restaurantes
Ouro Fino;Pitburguers Mazulanches;Restaurante;"Ouro Fino, MG, 37570-000";(35) 99908-6255;;restaurantes
Ouro Fino;Pizzaria Aladim;Pizzaria;"R. Treze de Maio, 1294 - Ouro Fino, MG, 37570-000";(35) 99845-7655;;restaurantes
Ouro Fino;pizzaria Joaber;Pizzaria;"Av. Joaquim Francisco de Assis - Centro, Ouro Fino - MG, 37570-000";(35) 99897-4409;;restaurantes
Ouro Fino;Pousada Brasil Colonial;;"R. Cel Gustavo Barbosa, 135 - Centro, Ouro Fino - MG, 37570-000";(35) 99757-3549;https://instagram.com/pousadabrasilcolonial?utm_medium=copy_link;sorveterias
Ouro Fino;POUSADA MATRIZ 2;;"R. Floriano Peixoto, 251 - Ouro Fino, MG, 37570-000";(35) 99877-6183;;cafés
Ouro Fino;Quintal Bamboa;Restaurante;"R. Sete de Setembro, 40 - Ouro Fino, MG, 37570-000";(35) 99950-2711;http://quintalbamboa.saipos.com/home;restaurantes
Ouro Fino;R&L Lanches;Lanchonete;"R. Cel Gustavo Barbosa, 15 - Ouro Fino, MG, 37570-000";(35) 99731-1680;;lanchonetes
Ouro Fino;RANCHÃO CHOPERIA;Restaurante;"Av. Nossa Sra. da Piedade - Crisólia, Ouro Fino - MG, 37572-000";(35) 99753-5055;;restaurantes
Ouro Fino;Restaurante & Churrascaria LIMA;Restaurante;"Rodovia, MG-290, Ouro Fino - MG";(35) 3181-0333;https://www.facebook.com/churraslima/;restaurantes
Ouro Fino;Restaurante CUCA FRESCA;Restaurante Mineiro;"R. Maj. Sebastião Píres, 50 - Ouro Fino, MG, 37570-000";(35) 99948-1002;;restaurantes
Ouro Fino;Restaurante Delícia de Sabor;Restaurante;"R. Sen. Miranda Jr, N 302 - Centro, Ouro Fino - MG, 37570-000";(35) 99829-9709;;restaurantes
Ouro Fino;"Restaurante do Isaias, Ponte Preta, Ouro Fino, MG";Restaurante Mineiro;"R. Américo Marinelo, 1699 - Ouro Fino, MG, 37570-000";(35) 99864-4583;;sorveterias
Ouro Fino;Restaurante Fogão a Lenha;Restaurante;"Rodovia MG290- km 56 Tijuco Preto, Ouro Fino - MG, 37570-000";(35) 3441-1465;;restaurantes
Ouro Fino;Restaurante Maria di Minas;Restaurante;"R. Floriano Peixoto, 75 - Centro, Ouro Fino - MG, 37570-000";(35) 99878-6008;https://www.instagram.com/mariadiminasrestaurante/;restaurantes
Ouro Fino;Restaurante Paiol;Restaurante;"Ouro Fino, MG, 37570-000";(35) 99959-5267;;restaurantes
Ouro Fino;Restaurante Sabor da vida;Restaurante Mineiro;"R. Sen. Miranda Jr, 302 - Ouro Fino, MG, 37570-000";(35) 99726-1826;;restaurantes
Ouro Fino;Restaurante Shekináh;Restaurante;"R. Antônio Burza, 15 - Jardim Patrícia, Ouro Fino - MG, 37570-000";(35) 99844-5605;;restaurantes
Ouro Fino;Sabor de Minas;Hamburgueria;"R. Nelo Penachi, 80 - Ouro Fino, MG, 37570-000";(35) 99859-9758;"https://api.whatsapp.com/send?phone=5535998599758&text=Ol%C3%A1,+tudo+bem?&oq=Ol%C3%A1,+tudo+bem?";hamburguerias
Ouro Fino;Serra Cafés Especiais – Café Especial em Ouro Fino MG;Fabricante;"R. Miguel Canielo, 151 - Montanhês, Ouro Fino - MG, 37570-000";(11) 97349-1149;https://linktr.ee/serracafes?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnU79qLQfKMkeHpswWIXuOUDTPsVEwR_6cxbvN2Z9GOMoIzv2ujggs97FIWs8_aem_oxmGjK-atTIM3Ao2JwciIw;bares
Ouro Fino;sheikinho sorvetes e açai;Restaurante;"R. Treze de Maio, 525 - Ouro Fino, MG, 37570-000";(35) 99962-6457;https://www.facebook.com/sheikinho.sorvetes/;sorveterias
Ouro Fino;Smashville - Hambúrguer Smash;Hamburgueria;"R. Guarda Mor Lustosa, 383 - Centro, Ouro Fino - MG, 37570-000";(35) 99968-2697;;restaurantes
Ouro Fino;Smoke House;Tabacaria;"R. Sen. Júlio Brandão, 132 - Centro, Ouro Fino - MG, 37570-000";(35) 99756-5601;https://www.instagram.com/smokehouse.of/;bares
Ouro Fino;SN Lanches;Lanchonete;"Zap ( 19 - 92009.0186 - Centro, Ouro Fino - MG, 37570-000";(35) 3441-6771;;lanchonetes
Ouro Fino;SÔ CHICKEN;Restaurante de frango frito para viagem;"R. São Vicente, 302 - Ouro Fino, MG, 37570-000";(35) 99836-8594;;restaurantes
Ouro Fino;Sorveteria Ádio;Sorveteria;"R. Treze de Maio, 481 - Ouro Fino, MG, 37570-000";(35) 3441-1627;;restaurantes
Ouro Fino;Sorveteria Japonesa - Crepes e Tapioca;Sorveteria especializada em sundaes;"Av. Cyro Gonçalves, 277 - Centro, Ouro Fino - MG, 37570-000";(35) 99989-1463;;sorveterias
Ouro Fino;Sorveteria Melkis;Sorveteria;"R. Dr. Gentil - Crisólia, Ouro Fino - MG, 37570-000";(35) 99815-6948;https://instagram.com/melkiscrisolia?igshid=MzRlODBiNWFlZA==;sorveterias
Ouro Fino;Supermercado GL;Supermercado;"R. Treze de Maio, 1057 - Ouro Fino, MG, 37570-000";(35) 3441-2499;http://www.redeilustre.com.br/;lanchonetes
Ouro Fino;Supermercados Alvorada;Supermercado;"R. Guarda Mor Lustosa, 240 - Centro, Ouro Fino - MG, 37570-000";(35) 3441-3737;http://www.supermercadosalvorada.com/;padarias
Ouro Fino;Temperato Massas;Restaurante italiano;"Av. Delfim Moreira, 208 - Ouro Fino, MG, 37570-000";(35) 99956-9109;;restaurantes
Ouro Fino;Teodoro's Pizzaria;Restaurante;"R. Manoel Jesuíno de Carvalho, 1515 - Parreiras, Ouro Fino - MG, 37570-000";(35) 99720-9600;;pizzarias
Ouro Fino;Terra Café Loja;Espresso bar;"R. Guarda Mor Lustosa, 387 - Centro, Ouro Fino - MG, 37570-000";(35) 99741-0706;;cafés
Ouro Fino;Tião Lanches;Hamburgueria;"R. Dr. Áureliano Leite - Ouro Fino, MG, 37570-000";(35) 99895-8298;;lanchonetes
Ouro Fino;Torrefação de Café Menino da Porteira;Serviço de distribuição;"R. Humaitá, 1775 - Ouro Fino, MG, 37570-000";(35) 3441-1223;;cafés
Ouro Fino;Vilela Modas;Loja de Roupa;"R. Treze de Maio, 650 - Ouro Fino, MG, 37570-000";(35) 3441-2088;https://www.facebook.com/profile.php?id=100011592199296%20%20%20%20https://www.instagram.com/vilela.modas/;lanchonetes
Ouro Fino;World Burger;Hamburgueria;"Av. Delfim Moreira - Ouro Fino, MG, 37570-000";(35) 99813-8483;https://www.instagram.com/canaa_hamburgueria?igsh=MWRhdnB1cGt2eDBjag==;hamburguerias
